Text,Category
"Ma kerel. - Oh my god. - Ale what the fuck man. - <b> Ik vond da heel choquerend. Da is geen aarde eh, nee da is euh… Das afval da hier op de grond ligt. </b>",anger
Wa zijde gij aant doen met awen arm jong?,joy
"O nee, hier gaan we weer.",anger
"Goeiemorgen. Chef euh, mijn gsm, bankkaart en treinticket. Ik heb niks gekregen, ze hebben gezegd hier euh. - Oké mijn collega is ant bellen, ma als da nie klaarligt, ik kan daar nie aan. - <b> Maar ik ben gejost. </b>",sadness
Ik ben hier en daar wa gaan stelen vroeger. En dat is altijd voorwaardelijk geweest en nu is alles hier bijeengekomen. Lik de lotto dak gewonnen heb. Das nie waar eh. Ma vo mij is da zo erg. Ge kunt et nie aanvaarden en kweet dak het misdaan heb.,sadness
Bij mij doet da zeer ze maat.,other
Kben kwaad op mezelf. Ma nie op andere mensen. Ikzelf heb da gedaan. En daarvoor zit ekik hier.,anger
"Het breekt mijn hart gewoon om te zien da mensen in zo een situaties leven. Twas echt verschrikkelijk eiglik om te zien wa da mensen eiglik allemaal doen om te kunnen overleven. Tis et heftigste wa ik ooit gezien heb, denkik.",sadness
"Back to reality. Weer naar de cel. Kpeis dak bij nem, dak bijna een uur bij hem gewoon in zn armen gelegen heb.",sadness
"Nog geen vijf seconden na da ik da had opgepakt, dacht ik van nee nee nee. Stop stop stop stop stop. Das het enigste da door mijne kop ging. Stop, laat da los. Ahh.",sadness
"Daarin verschillen wij dan toch wel serieus van mening, want ik denk da gij een zwaar drankprobleem hebt en ik denk da gij daar de ernst zo nie echt van inziet. Maar werk in je cel…",anger
"Ja, kzin er wel klaar voor.",joy
Ik hoop da we es ne keer met de tuktuk gaan.,joy
Ik ben superblij om u terug te zien.,joy
"Ja. Al die verwende nesten ook in België. Die alles in hun schoot geworpen krijgen en dan uiteindelijk nog op hun pootjes terechtkomen of op vakantie kunnen gaan. Oh, man toch, ik mag er echt nie over nadenken. Ik word er echt gek van gewoon.",anger
"Kga wel nadenken. Dat die mensen heel hard hebben moeten werken om nen... om gewoon een T-shirt te maken. Gewoon voor dees. Alé ik zou, ik zou dees maar twee dagen kunnen volhouden denk ik. Want ik word nu al… kword al zot van die mens.",anger
Twas keikoud in Malaga.,neutral
Ge zit er heel gereed voor.,joy
"Er was een etentje gepland me Tim zijn vrienden. En dan wil ik er toch wel… ja, goed uitzien? Je wilt toch wel nen goeien indruk maken. Euhm… Ja ge wilt toch da Tim trots kan zijn op u om… om mij voor te stellen aan zijn vrienden.",joy
Ik ga dervan uit da wij bericht zullen krijgen da hij zal gerepatrieerd worden met het vliegtuig.,neutral
"<b> Kweenie, bij mij isr gewoon sinds de cocofarm een besef gekomen van: why the fuck zijn wij zo gelukkig om… </b> - … om geboren te worden in België?",sadness
Kvind het vooral jammer vo te horen da je een herval gekend hebt ook.,anger
Zie je ons al zitten? Drrrr.,fear
"Oke. Ja jawel, jawel. Kheb er wel zin in maar euh… zo dees momentjes… - Nee dees momenten geven mij echt enorm veel zenuwen.",fear
Kdenk dat vooral de uitdaging ga zijn da Lenny zich openstelt en daze ook over emoties leren praten en over hoe verfijnen we ons relatie en kan die beter worden.,fear
Kben et een beetje beu. Kheb nu denk ik al zes keer dezelfde lijn opnieuw moeten doen. En ik weet nie of ik em nu juist heb begrepen of nie ma ik denk dak heb verstaan da hij zei da ik alles opnieuw moest doen.,anger
Ja ezo een rosse met krulletjes da zou leuk zijn. Een rosse vonk ja. - Ja inderdaad. Das wel uw type. - <b> Goh man. Das gigantisch mijn type. </b>,love
"Ja, als ekik nu ga vrijkomen, is da terug van nul beginnen eh of van min tien.",sadness
"Ik wist nie wat dak zag. Ik dacht van hoe kunnen, hoe kunnen die beesten hier nu overleven? Hoe, alé?",sadness
"Oke da vinnik goe. Da vinnik echt, nee da vink een goei.",joy
Bessie is een onderdeel van mijn leven. Dus ja tis tis wel voor mij belangrijk da ze overeenkomen. Da klinkt een beetje raar.,neutral
"We kunnen ook terug naar onze, onze trouwzaal. Das hier ook nie ver van.",joy
"Euhm ik wil gewoon zeggen, ik zie jullie allemaal graag. Jullie betekenen heel veel voor mij. Dank u om der zo vo mij te zien. Das gewoon, daar komt het op neer.",love
"Mevrouw, ik stink. Ik heb al vier dagen mijn tanden nie gepoetst eh.",anger
"Ik weet da mij daar kwaad over maken tegen die bazen of de mensen een euh, da heeft geen zin. Ma ik zit daar zelf wel euh mee. Ma theeft geen zin want we kunnen er niks aan doen. Allee, nee. Ja, allee. Ik ga hier persoonlijk nie het verschil in Sri Lanka maken als ik mij hier kwaad maak op de baas. Da weet ik.",sadness
Kleine deugniet.,joy
"Man, man, man. Waar ben ik aan begonnen? - Ik ga trouwen! - Oh my god! - <b> Ho jongen, da meende nie? Toch nog vant straat. Proficiat. Nu gaat beginnen. </b>",joy
Die geur is verschrikkelijk. Kheb nog nooit zoiets gezien in men hele leven. Kheb me nog nooit zo vreselijk gevoeld als hier. Ja tis onbeschrijfbaar.,anger
Bedankt voor het gesprek eh.,joy
Ik heb er al heel veel spijt van.,sadness
Nee ik was gene wandelaar den eersten dag. Toen wou ik eiglik meer op café gaan. Ma das goe da Line ook na 50 meter zei: alé kom we doen nog es 50 meter.,joy
"Nee ma gewoon, wel zo wa aftasten van… waar da ge sta. Bijvoorbeeld ook zo door es iets langer te knuffelen of te kussen ofzo. En als ge dan direct merkt van nee daar is ze nog nie aan toe, dan witte da ook gewoon me ene keer.",joy
Kben content dak hier werk heb. Over deze gevangenis mag ik toch nie klagen.,joy
"Voor mij is het simpel eh. Tis tot 22 april, kgan kik eiglik nie vele meer bewegen.",neutral
"Man das echt, nen supermens.",joy
"Mijn maag begon helemaal te draaien, echt. Ik kreeg ineens zoveel buikpijn. Ik kan dees werk nie.",anger
"Tis romantisch, tis lief, ma tis ook wel… Bam.",joy
"Eigenlijk dubbelzinnig weeral. Ik zie de maatschappij zo neig veranderen. Jullie zien het ook allemaal veranderen, ma gulle loopt erin mee.",sadness
"Superoneerlijk natuurlijk, he, maar ik denk nie da nu hier gaan discussiëren en roepen tegen deze mannen iets gaat uithalen. Dus daarom hou ik mij ook efkes stil.",anger
Ze durft precies nie meer van de mat.,neutral
Kzin er helemaal kleer voor.,joy
"Ik snap da da iemand heel graag veel thuis zit, ma ik kan mijzelf da nie voorstellen da ik da zelf zou doen.",neutral
"Das nie fijn als ge een celmaat ziet vrijgaan. Als da zo drie, vier keer op een jaar gebeurt, das zwaar om er psychologisch door te geraken.",sadness
"Als ge in uw geval twijfelt, snap ik da. Wij hadden redelijk snel wel door van dees is het nie. Maar euh… in uw geval kan ik wel begrijpen als ge nog erna beslist van toch nog te proberen, dat da moeilijker is.",sadness
Lieve Jolien. Vijf weken geleden stond ik in deze zaal met klamme handen op jou te wachten.,love
Ma hoe kan je nu te zelfstandig zijn?,anger
"Alé, op het einde van uw seizoen.",neutral
"Witte wat de experten zeien tegen ons? Iet van oke goe ge slaagt bepaalde fases over. Ja da was voor ons een moeilijke om te vatten van… ja verliefdheid sla ge da over? Ist dan gewoon, gaat da ineens over in graag zien? Da vonden wij een moeilijke om te vatten.",fear
Ja inderdaad ge hebt heel koude voeten.,neutral
Ik ben ervan verschoten. Het is veel heftiger dan ik had verwacht. Hun leven is heel hard en ruig tegenover dat van ons.,fear
"Altijd goe verlopen, ja. Klopt. De mensen begrijpen da soms nie da kik nog grappen kan vertellen juust voorda ik na binnenkom. Dan zeggen ze: hoe zijde gij nog nie depressief of voel je jou nie slecht aje dan moe binnenkomen? Ma ik heb da dus totaal nie.",joy
"Ah zo, ja ja ja ja. Ah dan zijt ge heel fel bedankt.",joy
Amai. Let’s do this.,joy
"<b> Ow, what the fuck?! Oh! </b> - Is het zo pikant?  - Tis die sambal.",fear
"Nee, Maurice. Hij is een bitje jaloers omda gij zegt dat die kindjes zo schattig waren.",neutral
Ik ben de oudste van twaalf.,neutral
Da zindert na zoiet. Da wilde nie weten.,sadness
Ik spreek over jouw attitude na die chef. Moet oké zijn. En over de chefs moe gie verder niks zeggen. Duidelijk?,anger
"Voelt ge u dan schuldig? - <b> Ja. Terwijl, op zich, das nie mijn fout ofzo eh da ik geboren ben in België, ma gewoon als ja… een beetje moeilijk. </b>",sadness
"In mijn leven is alles eigenlijk compleet. Kheb een toffe job, supertoffe vrienden euh, lieve familie. Alles is er euh om gelukkig te zijn buiten da euh da één stukje da denk ik toch alles wel compleet kan maken. Tis volgens mij wel leuker me twee.",joy
Ja nee ik ga een vestje aandoen. En een sjaal en een trui. Ist oke?,neutral
"Zo had ekik u nog nie gezien hoor. Oké, ge zijt ontslagen, das nen tegenvaller, maar hier wordt elken dag wel iemand ontslagen eh en die doen nie zoals gij. Echt op deze manier u met uitgangen naar buiten laten gaan, da zie kik nie zitten eh.",anger
"Ja, kheb geen glazen bol eh ma alles hangt een beetje af of dat de onderzoeksrechter je aanhouding wil verlengen.",neutral
"Nooit! Nooit, nooit! Ze kan nog geen ei bakken.",joy
Wij waren wel echt zo de blanke toeristen in een bus en en en die zo wa een beetje zo echt kwamen kijken en dan weer verder reden. Ja ik voelde mij ineens heel blank en heel Westers.,sadness
"Ik ben man van mijn woord. Als afspraken niet worden nageleefd, dan word ik zot.",anger
Kweet nie goe wa ik moet denken. Ik heb heel slecht geslapen maar euhm… niets te verliezen. Dus ik hoop euhm… ik hoop dat allemaal goe komt.,fear
"Nee, ma soms peis ik: gaat die partner nie rap te saai worden vo jou? Alé…",sadness
Ik zei: wacht kgan ik die mannen hier es jaloers maken. Hehe.,joy
Welkom in Ghana.,joy
"Men kinderen beginnen het tegen te steken, versta je het? Waar blief je gie, mama? Wa istr eigenlijk gebeurd?",sadness
Ik weet dat ik een grote fout gedaan heb en euh ik vind da erg da ik da heb gedaan. Maar ik wil natuurlijk zo snel mogelijk terug een oplossing vinden.,other
"Ge kunt toch 100 euro meer geven? Dan zijn we toch allemaal eerlijk? “Yes I’ll try, next time I’ll try”. Maar dat is natuurlijk allemaal dikke zever, want dan verdient hij zelf geen geld nie meer, eh, dus.",anger
Anders zat kik daar zo te doen. Ja das ook stoem.,anger
Na verloop van tijd. Kmoe zeggen dak da heel graag hoor da je zegt: na verloop van tijd.,joy
"Nu, in het gesprek merk je wel dat hij een beetje afstand neemt, dat hij heel voorzichtig is in zijn spreken, zichzelf een beetje afschermt emotioneel. Hij heeft dat ook wat geleerd om zichzelf nie te veel op de voorgrond te gaan zetten.",neutral
Jongens toch.,anger
Kwil gewoon buitenkomen en goe blijven nu.,sadness
Ik vind da echt sexy als een man goe kan dansen. Da is euh…,love
Mensen settelen zich ook nie meer graag eh. Das gewoon oh we gaan ne keer zien. Zo ook zo da opportunistische van ah je we gaan die ne keer proberen en zien ofda iets klikt en dan zien wat er nog op mijn pad komt. Zo niemand wil zich nog binden.,anger
Wilt ge mij nu even laten uitspreken? Want de dingen die zijn gezegd…,anger
Om wat? Ja kom ter zake dan eh. Ge ga me toch nie weeral met steken geven en…,anger
Allee smijt da er gewoon in. Da boeit echt nie.,anger
"Ge komt binnen en ge denkt van oke das zo hutjes met golfplaten erop, ge denkt das nie alles. Maar die hebben uiteindelijk… das wel een stenen huis dat daar staat. Onze kamer was oke, ma voor de rest ist allemaal heel klein en heel primitief.",neutral
Ik heb nooit geen agressie aangetoond.,anger
Ma ge wil et nie verstaan eh gie. Tis aangevraagd geweest en tis negatief.,anger
Ik vind nie da gij daar nu op de juiste manier mee omgaat.,anger
"Ik vind het gewoon heel heel jammer dat da nie gelukt is en ik denk dat da enen is da… jah dak heel vaak nog ervaar dat da zo, dat da zonde is dat da nie gelukt is en da je eigenlijk wel echt hoopte dat er toch ietske meer in zat ma…",sadness
"Ben ekik ziek of ben ik gek of euh? Ik weet nie, ik heb geen antwoord.",sadness
"Oh shit! Ik ben alle grote in mijn kleine mand aant gooien. Ja, sorry. ",fear
Hou hem efkes in de gaten tot hij wa rustiger wordt.,anger
"Das altijd wel me feestjes dat er een deel nie kunnen. Bon, wa denkte? Muziekske vo der wat in te komen?",joy
"Ah euh… Meer en meer. Da begint wel echt te kommen zonder zo echt al… Kzeg het u we zijn echt stap voor stap alles ant doen en momenteel voelt da, voelt het heel goe en ik kijk er naar uit om Line te zien altij. Dus da vinnik heel tof.",joy
"Pfff, dan doe ik toch gewoon mn eindstraf jong. Eh alsjeblief. Zie je wat ik bedoel?",anger
"Ik merk ook da ik zo nu de laatste twee dagen mezelf eiglik ook meer terugtrek. Da ik ook zoiets heb van… goh ik heb, ik wil nie meer geknuffeld worden of ik wil zelfs nie meer een ja een kus krijgen omda ik ook al… ja een beetje teleurgesteld word omda hij zo telerugesteld kijk als ik da nie wil of…",sadness
Hij was zo nerveus over zijn speechke. Oh zo schattig.,love
Twas echt een grote chaos. Khad echt zo ook nie zo goe door wa dat er gebeurde.,fear
Amai das een dikke knuffel.,joy
"Ja. En ik had de ambulance gebeld enzo dan, ik heb mij daar ook bij gezet. En ik heb ook gezegd van, dak da zei van: sorry kheb da nie gewild. De hulpdiensten zijn onderweg enzo… en ik heb da verteld. Dan heeft die in mijn hand genepen en een traan gelaten.",sadness
"Zeg. Zeg, zie ne keer rustig.",anger
Nee. Loslaten is heel moeilijk he.,neutral
Voor mij is er echt maar één klok die ik aftel en das die vijftien maanden dak nog moe doen. Das eiglik de enige klok waar dak eiglik mee bezig ben.,joy
Kik eki. Kzin verloofd.,joy
Het was raar om terug in mijn appartement te komen alleen. Ik had het wel redelijk druk ma toch zo terug alleen zijn en… Ja ineens terug in uw eigen habitat ook. Da voelde dan ineens weer raar aan omda je da nie meer gewend was. Euhm… Maar dat deed ook goed omdat het toch wel een soort van vertrouwde omgeving was.,sadness
"Het verste wa ik ben geweest is eens geroken aan die fles ja. Ma dan heeft em ook direct gezegd van nee nee dat is iets voor alé, als ge te goei terug vrij zijt dan gaan we wel een glas drinken. En da heeft mij eiglik niks gedaan. Da was goed, da was in orde. Vo de rest…",joy
Volgens mij zijde al van plan om definitief te verhuizen na die kanten.,joy
"Ja, binnenkort ben ik een getrouwde man. Het is een euh… een gevoel da ik nog nie ken, maar wel een gevoel waar ik naar uitkijk. Dus ik weet ook nie goe hoe ik ermee ga omgaan. Het gaat ook helemaal nieuw zijn.",fear
Ik voel mijn humeur ook progressief kelderen.,anger
"Twas wel efkes terug wennen als we terug waren. Kvind ook moeilijk om derover te praten me mensen die er nie bij waren eiglik. Want ja, ze waren er nie bij, ze gaand minder goe snappen.",neutral
Alé jong. Nog twaalf dagen en ge zijt getrouwd.,other
Content. Wooh.,joy
"Ja ik vind Line nog elke dag mooier en mooier. Da is gewoon zo en da euh… Ja das int begin zo me kleine… kleine mooitjes na boven gegaan. En euh ja nu is da gewoon ja als ik naar Linde kijk zie ik echt een mooie vrouw. Ja da zien ik ook elke keer als ik daar naar kijk. Of dat da nu ’s morgens, ’s middags of ’s avonds is.",love
Kuje nie keer je haar knippen? Knip e keer je haar.,anger
"Joke is fantastisch eh. Das echt leuk om daarmee uit te, alé, uit te, rond te hangen, uit te gaan. Nee die is gewoon heel leuk in omgang.",joy
"Ja, veel geluk, veel liefde. En blijven doorgaan zoals da ge bezig zij. Das goe eh. Ge zij goe bezig.",love
Ah kijk. Voila. Kom ma kijk nu ne keer hoe lekker dat da eruitziet.,joy
"Ja, euhm… Ge hebt de zwarte bij de zigeuners en ge hebt de blonde.",neutral
Waar gaan ze ons droppen? Goh man. Zijde al zonder uw ouders zo al zo ver geweest.,fear
Das toch een tof idee?,joy
Ik heb die nu een week nie gezien en ik keek er wel echt naar uit om dieje euh te zien ja.,love
Ja een beetje problemen met het geld en ja…,sadness
Zijn ze garnalen komen brengen? - Zal ik opscheppen? - <b> Die zien er keigoe uit. </b>,joy
"Hij was daar zo tevreden mee da hij eigenlijk… allee hij mocht nog neervallen ik denk dat hij het nog altijd op zijn hoofd zou houden. Ja echt, fantastisch.",joy
Ja. Kheb drie keer gedronken. - <b> Drie keren? Proficiat. </b>,anger
Gemene tinke.,other
Das heel fijn eiglik.,joy
"Het vonnis euh… al goed gelezen? - <b> Ja ja, ik heb hem da voorgelezen. </b>",neutral
"Fuck, jongens. Zeg. Da vind ik hier echt wel… dikke shit.",anger
Ik heb drie kogels in mijn lichaam. En ik sta hier nog altijd. Ik heb heel goe geleerd uit mijn foutjes.,joy
Nee das nie tof mannen. Dees is echt nie tof.,sadness
"Men vader, men vader nog niet. Want ik weet, als ik zeg dat het voor iets van drugs of dit… Dat is een heel gelovig iemand, die maakt me echt kapot als ik buiten ben. En die heeft ook al gezegd, toen ik vastzat: als zoiets nog één keer gebeurt dan is het contact klaar. Dan hoef ik niks meer met je te maken te hebben.",fear
Ja inderdaad. Dus das wel heel jammer. Dus ik hoop wel da we daardoor geraken.,sadness
"Hebt ge spijt van je reactie gisteren? Eerlijk? - <b> Nja, misschien wel. Omda ik zo… Khad moeten blijven luisteren naar wat die misschien nog had te zeggen. Maar op da moment wou ik nie blijven staan. </b>",sadness
"Ik kom heel goed overeen met mijn papa. Die steunt mij ook altijd en is er altijd. En als ik mij slecht voel, kan die altijd opbellen en dan… dan geeft die mij weer zo ne peptalk en euh… Ja das mijn nummer één fan om het zo te zeggen. Dus das keileuk, ja.",love
"Check. Het enige wa dak moe onthouden is alleen maar vooruit stappen. Alleen maar vooruit stappen. Heeft ze mij tien keer gezegd, alleen maar vooruit stappen. Is goe eh?",fear
"Hé, ma gast, dat is hier echt putteke jungle hier. Der zit daar nen jaguar op ons te wachten. Die vreet u zo op ze.",fear
"Daar had ik problemen mee, da was mijn buurman.",anger
Ja. Spannend eh? Tis euh da Golfke daar.,joy
Ja ewel da gevoel heb ik wel. Da wij op dit moment wel een beetje vastzitten.,sadness
"Tis zo hard omda wij beter weten eigenlijk, dat zo moeilijk is, denk ik.",sadness
"Ja en aan uw beslissingen hangen consequenties vast, da is toch logisch?",neutral
Da ge nie denkt dak u nie wil euh… nie wil zien. Mijn bedoeling is dak nu beter zie. Wilde gij bij Karine op schoot zitten? Neen.,neutral
"Ge wist het toch? Het stond toch in je voorwaarden, zeker?",anger
Ma da is nie saai eh. Da vinnik nie eh. Da vind ik wel nie. Ik vind da nie saai. Ik vind da indrukwekkend da mensen zich daarmee kunnen bezighouden.,joy
Feel free. Zeker doen.,anger
Ja een beetje moeilijk toch eh.,sadness
Knuffeltijd.,love
"Ge kunt heel goe delegeren. Euh heel snel een situatie inschatten en dan mensen op de, alé op de juiste plaats zetten om.. Denk ik. Nie?",neutral
"Ja ja ja ja ja. Ouders gescheiden, mn moeder die had een beetje schijt aan alles. Op mijn vijftien werd ik al geplaatst op een internaat omdat ik nie meer thuis mocht wonen.",neutral
Jamajamajamajama. Je werk gaat voor op je sport eh.,anger
"Holy fuck, da ga snel vriend. Ma tis nie traag ofzo eh, tis nie een beetje? Dat is alles of niks. Ik heb thuis wel es genaaid ma das dan me zo’n, ja, een hobbymachientje. Da ga heel langzaam en dan kunt ge zo es een kussentje naaien. Maar hier, als ge, van de moment da ge gas geeft, ja ge zit er al door voorda ge weet da ge zi begonnen.",fear
"Ik ook nie. Ik ben daar echt zo, zo gefrustreerd van word eh. Da ik echt heel de tijd zeg van ga gewoon… Waarom blijven jullie hier? Ga gewoon weg. Voor die paar extra  cedi.",anger
"Hohoho. Ziet ge, daar gaan we weer. Oh echt waar eh.",other
"Jah, ik ben wel een moeilijke slaper. Ik pak vaak m’n eigen kussen mee. Ja. Zo een antiallergisch kussen zo dak… dak zeker goe euh…",neutral
Ik weet niet wat is gebeurd in mijn hoofd.,other
"Euh nu, ja… Ik heb daar, als ik da zou moeten blijven doen, dan heb ik het daar wel moeilijk mee. Das zoiet da bij mij ook in wisselwerking moet staan. Dus ge moet mekaar zo es af en toe da duwke kunnen geven. En als dat dan alleen van mijne kant moe komen, zou ik da als da langer duurt, kvind da dan wel jammer dat da nie, nie…",sadness
Diejen dag is voorbij gevlogen. Ken al een klein beetje van aar en bwaja een klein beetje is al meer dan interessant genoeg om te zeggen oke die wil ik echt wel beter leren kennen.,joy
Die verhouding die leek nie juust.,neutral
Tis echt zo het laatste moment da je weet of da je ga trouwen of nie ga trouwen. Waar da ge toch maanden naar uit hebt gekeken dus euh… Kben wel heel benieuwd.,fear
"Als ik vanavond een scampi krijg he, ik zou het nie aannemen. - <b> Meen je da? Oh man. Ge zou het mij geen twee keer moeten vragen. </b>",joy
Nee. What the fuck? Hoe hebt gij da allemaal geregeld? Ma gij zijt echt nie normaal. Na waar gaan we?,joy
"Man, man, man, man. Nee tis echt spannend jong. Pff. Ik ik ga da… ik ga da allemaal nie beseffen da ik sebiet in een wit kleed ga staan eh.",fear
Ja. Das altijd goe gelukt. Ma dan voelden we ook gewoon plots wel dat er dat er wel wa meer twijfels waren en da sommige… ja zaken waren da we wel al de verschillen voelden dat da op da moment ook wel nog iets meer begon door te wegen. Euhm…,sadness
"Ma de laatste gaat de moeilijkste zijn peis ik. Dat is da verbod van bezoek van markten, winkels, grootwarenhuizen en shoppingcentra.",fear
"Ja. En Johnny is jen eersten vriend? Alé, je eerste lief en euh… - Ja. Den eersten en de laatste. - Of het was da je nu nog zou veranderen. - <b> Och, Aagje, wa daj gie zegt. Ma mensen eh. Als ik da keer hoor van die anderen zeg. Dak zeggen van, hoe is da mogelijk? </b>",anger
"<b> Ik ga trouwen! </b> - Meende da? - Ja, ik meen da! - All right. - Zot eh. - Ah, zo wijs. - Ja tis wel euh… Shiiiit.",joy
"En euh als ik dan zie hoe ver heen ik toch was van heroïne… Da ik da zonder schaamte durfde te vragen aan mn ma da zij mij kwam ophalen eh met de auto. En ja, als je da nu terugleest, dan beleeft ge da wel efkes terug. Dan ziet ge eigenlijk wel van waar da ge gekomen zijt eigenlijk.",other
Aah. Ons topkoppel.,joy
"Ik wist meteen van, da gaat hier me hoge eisen zijn. Snel, efficiënt, dus dat is echt niks voor mij.",sadness
"Ja ma da, wa da zidr daarop zetten, dat interesseert me nie. Ik zegge de waarheid eh.",anger
Want wij gaan naar een totaal andere wereld eh man.,fear
Die gaat dat heel goed doen. Daar heb ik het volste vertrouwen in.,joy
Tis heel moeilijk om zo’n beslissing te maken omda je… Ja we weten alle twee waarom da we gematcht zijn.,sadness
"Nee, maar Veronique, wa stellen we vast? Da gij keer op keer wel dezelfde feiten pleegt en daje nie leert uit de fouten die je gemaakt hebt. - <b> Kweet het. Ma nu tis ne goeie les. </b>",sadness
"Nie genoeg. Nie genoeg. Kheb al paar keer gevraagd, ik moet meer begeleiding hebben. Ik moet meer… Mensen moeten er meer mee under armen onder zetten.",anger
Nu zij kik bezig me mijn strafeinde voor te bereiden.,joy
Ma kheb al naar appartementen gekeken eh.,neutral
"Een goudmijn, da is voor iedereen zo wa surrealistisch bijna zo. Goud komt van ergens ma hoe een goudmijn eruitziet? Ik heb daar nog nooit iets van gezien dus ik ben heel benieuwd om daar eiglik euh, ne keer in gedropt te worden.",joy
"Mannekes, ik zin zo vuil als iets. Ik had er nog nooit over nagedacht dat er een verschil tussen man en vrouw was qua geld, allee, het geld da ze krijgen. Ja ge zou, ge verwacht zoiets niet eh. Allee tis al nie veel, dus dan zou je denken van oke hier verdienen ze evenveel. Allee, ze komen hier voorbij, allee zie nu naar die mensen. Zo’n goeie mensen en die worden zo behandeld. Ineens uit het niks, paf. Vrouwen worden minder betaald.",anger
Kben wel heel benieuwd.,other
"Zeker, zeker. Dan ruïneert hij mijn leven gewoon en dan gaat het sowieso niet de goeie kant op. Hier is het rechtssysteem, vergeleken met Nederland, zit hier echt heel scheef in elkaar.",anger
Ja ma da komt toch helemaal nie uit van de bazen die daar actief aan werken. Da komt uit van het volk. En tis tvolk da ier zo onderdanig is.,anger
Dit wordt hilarisch.,joy
"Houden zo, zou ik zeggen. En inderdaad, alé, 22 april sluit da hoofdstuk hier ton ook af.",neutral
"Ik ben gaan solliciteren, maar twas nie echt veelbelovend. Die vrouw euh… die wou mij sneller buitenwerken dan aan werk helpen. Dusja, we gaan zien eh. Voos uitzicht eh?",sadness
"Ofwel doek het goed, ofwel doek het niet.",neutral
"Lenny, gij zijt de coach, jongen. Gij moet euh… onze tactiek hier euh blootleggen. Zijn we eruut?",joy
Jij was de oudste van de groep.,neutral
Das prachtig nieuws. Goe nieuws. Veel groetjes aan mn moeder.,joy
Ik ga trouwen. - <b> Nee! Wooh! </b> - Proficiat.,joy
Aja een ferm leven is da. Is da een vrijheid da gij wilt? Ikke nie ze.,anger
Ja ma we gaan zo nie beginnen. We gaan zo nie beginnen.,anger
Het stinkt hier al.,anger
"Als ik vanavond de kans krijg, ik ga effe met uwe man dansen.",joy
"Dan hebbe kik zitten ijsberen voor dood. Ja. Goed op mijn ademhaling proberen letten en… ja denken van oke ja komaan tis nog efkes ge zijt er bijna. En da ga goe komen, da ga goe komen.",fear
Ik heb spijt om binnen te komen. Zo da spijtgevoel zo.,sadness
"“Yes but other farmers get angry with me”. Maar dat is waardeloos, want dan komen der meer mensen voor hem werken, eh. Hij wordt hier de grave gast die zn personeel deftig betaalt.",anger
"En ook, sinds dak terug ben van de reis, ween ik veel makkelijker enzo. Durf ik veel makkelijker… En das dan vooral op school eh, op de toneelschool. Als ik dingen moet doen in in in in de les, dan kan ik ineens zo heel snel zo ineens zo dit jaar beginnen blèten. En ik denk dat da voor een deel ook is door de reis.",joy
"Als het tegen dan al allemaal goed is, gaan ze me een enkelband of vrij geven.",joy
"Wa ge der ook doe tis ook altijd, tkan fout overkomen. Kikte nie, kan het fout overkomen.",fear
"Tis den eerste keer sinds dak terug in de gevangenis zit dus euh kben wel een beetje zenuwachtig. Ook omdat da zo getimed seksen is. Kvind da zo wa… Je hebt ook maar twee uren, dus ge moet zo zorgen da alles gedaan is in twee uur.",fear
Ja da is zo wel een klein beetje moeilijk omda ge langs de ene kant wel weet dat de Joris echt ne keileuke kerel is. En da ik mij daar wel bij mij op mijn gemak voel enzo. Ma nu is em zo helemaal in de war en heel hard zoekende. Hij heeft heel veel bevestiging nodig. ,sadness
"Kben, alé, kben soms iets te… te terughoudend denk ik op da vlak. Kvind vree belangrijk da bij ne persoon een gevoel van rust krijg. Da wil nie zeggen da ge daarom enkel rustige dingen moet doen, daarover gaat da nie. Ma tis vooral da gevoel va van rust.",neutral
Ja ma da klopt allemaal nie. Zo heb ik da nie gezegd. Want zo komt da over da ik zeg dat het dus een levering is van speed. Ma da is nooit nie gezegd geweest.,anger
"Jaja, da sowieso wel. Ma ik denk dat da zo na het huwelijk en het huwelijksfeest, das zo de positieve vibe en dan was da efkes… alé afgedenderd bij wijze van spreken. Alé afgedenderd… Ah en dan ja moest ge terug efkes bouwen op da… ja. ",neutral
Ik vind het echt supernice.,joy
"Amai. Fantastisch. Ik kant nog nie geloven. Kom hier, man. Oh ge gaat da goed doen. Ge ga da goed doen, da weet ik zeker.",joy
"Ja, dus als ik langer moet zitten, raak ik mn baan kwijt.",fear
"Nee nee ja, ik ben al rustig. Ik ben al rustig, maar als ik gewoon zo derover ga praten, dat maakt me echt boos, agressief.",anger
Ik voel mij echt gelukkig nu op dit moment.,joy
Misschien dat dees meer adrenaline door me lijf ga laten jagen dan de trouw zelf denk ik. Kweet het nie. Ma langs den andere kant als ik dan op de trouw daar ga staan en ik moet wachten denk ik van ja ge hebt uit een vliegtuig gesprongen dan zal dees ook wel lukken zeker?,fear
Ma ik ben nie content. Maar ik moet naar eer en geweten een advies uitbrengen. Ik durf u op dees moment… zou kik u nie buiten durven sturen.,anger
"Da gaat haar goed doen, en zij gaat ook goed zijn voor die groep denk ik.",joy
Da is echt een jobke voor ne kleine mens.,anger
"Ik heb nog nooit zo veel stress gehad in mijn leven. Ik heb euh nog nooit in zo’n situaties gezeten, nog nooit getrouwd geweest of andere situaties die stressvol waren. Heb ik nooit meegemaakt. Dit was echt extreem.",fear
En das zo het beeld… Da beeld komt dikwijls terug.,sadness
